Unnamed: 0,parent_knowledge_status,parentcontrol,sexualexperience,serious_relationship,notserious_relationship,meeting_online_experience,online_and_never_met,socialmedia_interested_interactedsm,socialmedia_interested_friendedsm,interested_friendedsm,interested_text,interested_video,interested_music,interested_sexypics,interested_inperson,interested_other,search_information_current,friended_setup,search_information_past,askout_text,askout_inperson,askout_phone,askout_dm,askout_friendasked,askout_wait,askout_other,shared_passwords,time_outsideschoool,time_phone,time_text,time_online,time_videochat,time_email,time_socialmediapost,time_messagingapps,shareonline_location,shareonline_activity,shareonline_thoughts,shareonline_friends,shareonline_school,shareonline_health,shareonline_family,shareonline_politics,shareonline_religion,shareonline_funny,pparent_knowledge_status
1090, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,1,limit_time,yes,yes,,one,no,1,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,everyday,everyday,everyday,everyday,everyday,never,everyday,everyday,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
1093, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1095, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,no,no,,no,no,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
1097, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,2,,no,,,,,1,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1100,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,less_often,everyday,everyday,never,never,never,every_few_days,never,yes,yes,yes,,no,no,yes,no,no,yes,no
1101,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,yes,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1102, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1104,2,,yes,no,no,none,,1,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,every_few_days,never,every_few_days,every_few_days,every_few_days,never,every_few_days,never,yes,no,yes,,yes,,no,,yes,no,no
1105,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1106,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1107, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1109,2,,no,,,,,2,yes,no,no,no,no,no,yes,yes,no,no,,no,yes,yes,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,no
1110,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1111,1,do_not_limit,yes,yes,,one,no,1,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,everyday,everyday,everyday,everyday,less_often,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
1112,3,,no,,,,,1,yes,yes,no,no,no,no,yes,no,yes,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1113,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1114,2,,no,,,,,2,yes,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1115, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,yes,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1117,3,,yes,no,yes,none,, ,,no,yes,no,yes,no,yes,no,no,,no,no,yes,no,no,no,no,no,no,less_often,every_few_days,everyday,never,every_few_days,never,,never,yes,yes,yes,,yes,yes,yes,no,yes,yes,not_sure
1118,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,less_often,everyday,everyday,everyday,never,never,everyday,never,no,no,yes,,no,no,no,no,yes,yes,no
1119,2,,yes,no,no,none,,1,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,every_few_days,everyday,everyday,everyday,never,never,everyday,never,yes,no,no,,no,no,no,no,no,yes,no
1120, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,2,,no,,,,,1,yes,no,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1122, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1124, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,1,limit_time,yes,yes,,none,,1,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,less_often,less_often,everyday,less_often,every_few_days,less_often,every_few_days,less_often,yes,yes,yes,,no,no,yes,no,no,yes,yes
1127, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1130,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1131,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1132,2,,yes,no,no,none,,1,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,less_often,everyday,everyday,everyday,less_often,never,every_few_days,every_few_days,yes,yes,yes,,yes,no,no,no,no,yes,no
1133,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1134,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1135, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,1,do_not_limit,no,,,,,1,yes,no,yes,no,no,no,no,no,yes,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,yes
1138,2,,no,,,,,1,yes,yes,no,no,yes,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1139,2,,no,,,,,1,no,no,yes,no,no,no,yes,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1140, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,2,,yes,no,yes,none,,1,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,less_often,every_few_days,everyday,every_few_days,never,every_few_days,everyday,everyday,yes,yes,yes,,yes,no,yes,yes,no,yes,no
1142,1,limit_time,yes,yes,,none,,1,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,less_often,every_few_days,everyday,less_often,less_often,never,less_often,never,yes,yes,yes,,yes,no,no,no,yes,yes,yes
1143,2,,no,,,,, ,,yes,no,no,no,no,no,no,yes,,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1144, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,2,,no,,,,,2,yes,no,yes,no,no,no,yes,no,no,no,,no,no,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
1146, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1148,2,,yes,no,no,none,,1,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,everyday,every_few_days,everyday,every_few_days,every_few_days,less_often,every_few_days,never,yes,yes,yes,,yes,yes,no,no,no,yes,no
1149,2,,no,,,,,1,yes,yes,no,yes,yes,no,yes,no,yes,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1150,2,,no,,,,,2,yes,yes,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1151,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,yes,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1152, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,2,,no,,,,, ,,yes,no,yes,no,no,yes,no,yes,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1154,2,,yes,no,no,none,,1,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,less_often,everyday,everyday,everyday,never,never,everyday,,yes,yes,yes,,no,no,yes,no,no,yes,no
1155,1,do_not_limit,no,,,,,1,yes,yes,yes,yes,yes,no,yes,no,yes,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
1156,1,limit_time,yes,yes,,5+,no,1,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,every_few_days,never,everyday,never,everyday,never,everyday,less_often,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
1157,1,limit_time,no,,,,,1,yes,yes,no,yes,yes,no,yes,no,yes,yes,,no,no,no,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,yes
1158,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1159,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
1160,1,limit_time,yes,yes,,none,,1,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,every_few_days,every_few_days,everyday,every_few_days,less_often,every_few_days,every_few_days,every_few_days,no,yes,yes,,yes,no,no,no,no,yes,yes
1161,2,,yes,no,no,none,,2,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,everyday,less_often,everyday,everyday,never,never,less_often,never,no,yes,yes,,no,no,no,no,no,yes,no
1162, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,1,limit_time,yes,yes,,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,every_few_days,less_often,everyday,every_few_days,never,never,every_few_days,never,yes,yes,yes,,no,yes,yes,no,yes,yes,yes
1164,1,do_not_limit,yes,yes,,one,no,1,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,everyday,everyday,everyday,everyday,everyday,never,less_often,never,yes,yes,yes,,no,yes,yes,no,no,yes,yes
1165,2,,yes,,,none,,1,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,never,never,never,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,no
1166,1,limit_time,yes,yes,,none,,1,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,less_often,everyday,everyday,every_few_days,less_often,never,never,never,yes,yes,yes,,yes,yes,yes,yes,yes,yes,yes
1167,2,,yes,no,no,none,,2,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,less_often,less_often,never,less_often,never,never,never,never,no,no,no,,no,no,no,no,no,no,no
1168,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1169, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1171,2,,,,,,, ,,no,no,no,no,no,yes,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1172, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,3,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1174, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,yes,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1177, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,2,,yes,no,no,one,no,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,every_few_days,everyday,everyday,less_often,every_few_days,less_often,less_often,less_often,yes,yes,yes,,no,no,no,no,no,yes,no
1180, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,2,,yes,no,no,none,,1,yes,no,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,never,never,never,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,no
1182,3,,yes,no,yes,none,,1,yes,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,every_few_days,everyday,everyday,everyday,every_few_days,never,everyday,every_few_days,yes,yes,yes,,no,yes,no,no,no,yes,not_sure
1183,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,less_often,never,everyday,everyday,every_few_days,never,everyday,everyday,yes,yes,yes,,yes,no,yes,no,no,yes,no
1184,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1185,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1186, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1191,3,,no,,,,,1,yes,yes,yes,no,no,no,no,no,no,yes,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1192,2,,yes,no,yes,one,no,1,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,every_few_days,less_often,everyday,every_few_days,less_often,never,less_often,less_often,yes,yes,yes,,yes,no,no,no,no,yes,no
1193,2,,yes,no,no,none,,1,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,everyday,everyday,every_few_days,every_few_days,less_often,every_few_days,everyday,every_few_days,yes,yes,yes,,yes,no,yes,no,no,yes,no
1194,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1195,2,,yes,no,no,2-5,no,1,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,every_few_days,every_few_days,everyday,every_few_days,every_few_days,every_few_days,every_few_days,less_often,yes,yes,yes,,yes,yes,yes,yes,yes,yes,no
1196, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,3,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1199,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
1200,2,,no,,,,,1,no,yes,no,no,no,no,yes,no,no,no,,no,no,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
1201,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1202,2,,no,,,,,1,yes,yes,yes,no,no,no,no,no,yes,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1203,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,everyday,less_often,every_few_days,every_few_days,never,never,less_often,every_few_days,yes,yes,yes,,yes,no,yes,no,no,yes,no
1204,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1205,1,limit_time,no,,,,, ,,no,yes,no,no,no,no,no,yes,,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
1206,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1207,2,,no,,,,,2,yes,no,no,no,no,no,yes,no,yes,no,,no,no,no,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,no
1208,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1209,2,,no,,,,,2,yes,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1210, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,2,,no,,,,,1,yes,yes,yes,yes,no,no,yes,no,no,no,,no,no,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
1213, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,3,,no,,,,,2,yes,no,yes,no,yes,no,yes,yes,yes,no,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1217,2,,yes,no,no,none,,1,yes,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,every_few_days,everyday,everyday,never,everyday,never,less_often,everyday,yes,yes,yes,,no,yes,no,no,yes,yes,no
1218,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1219,2,,no,,,,,2,no,no,no,no,yes,no,no,no,no,no,,yes,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1220, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1222,1,do_not_limit,yes,no,yes,none,,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,less_often,everyday,everyday,everyday,everyday,everyday,everyday,everyday,yes,yes,yes,,no,no,yes,no,no,yes,yes
1223, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1226,1,limit_time,yes,yes,,none,,1,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,every_few_days,everyday,everyday,every_few_days,every_few_days,never,every_few_days,less_often,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
1227,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1228,2,,yes,no,no,none,,2,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,never,never,never,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,no
1229,1,,yes,yes,,none,, ,,yes,no,no,no,no,yes,no,no,,no,no,yes,no,no,no,no,no,yes,every_few_days,everyday,everyday,everyday,never,never,,never,yes,yes,yes,,no,no,no,no,no,yes,yes
1230,2,,no,,,,,1,yes,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1231, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,1,limit_time,yes,no,yes,none,,1,no,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,never,never,everyday,never,every_few_days,never,everyday,every_few_days,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
1233,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1234,2,,no,,,,, ,,,,,,,,,,,,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1235,1,do_not_limit,yes,yes,,none,, ,,yes,yes,no,yes,no,yes,no,no,,no,no,yes,yes,no,no,no,no,no,every_few_days,every_few_days,everyday,everyday,every_few_days,less_often,,never,yes,yes,yes,,yes,yes,yes,yes,no,yes,yes
1236,1,limit_time,yes,yes,,2-5,no,1,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,every_few_days,everyday,everyday,less_often,everyday,less_often,everyday,everyday,yes,yes,yes,,yes,yes,no,yes,yes,yes,yes
1237,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,less_often,less_often,everyday,never,never,never,less_often,never,yes,yes,yes,,yes,no,no,no,no,yes,yes
1238, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,2,,yes,no,no,2-5,yes,1,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,never,never,everyday,everyday,every_few_days,less_often,everyday,everyday,yes,yes,yes,,no,no,yes,no,no,yes,no
1240,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1241,3,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1242,1,do_not_limit,no,,,,, ,,yes,no,no,no,no,yes,no,no,,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
1243, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,2,,yes,no,no,2-5,no,1,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,less_often,everyday,everyday,every_few_days,never,never,never,never,no,yes,yes,,yes,no,no,no,no,yes,no
1245, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,2,,no,,,,,1,no,yes,yes,no,no,no,yes,no,no,no,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1247,2,,no,,,,,1,yes,yes,no,no,yes,no,yes,no,yes,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1248,2,,no,,,,,1,no,yes,yes,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1249, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,1,limit_time,yes,yes,,none,,1,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,less_often,everyday,everyday,never,every_few_days,never,every_few_days,every_few_days,yes,yes,yes,,yes,yes,yes,yes,no,no,yes
1251, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,yes,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1253, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,everyday,less_often,everyday,everyday,never,less_often,every_few_days,never,yes,yes,yes,,no,no,no,no,no,yes,yes
1255,2,,yes,no,no,one,no,1,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,no,yes,every_few_days,less_often,everyday,everyday,every_few_days,never,less_often,everyday,yes,yes,yes,,yes,yes,yes,yes,no,yes,no
1256,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1257,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1258,1,limit_time,yes,yes,,none,,1,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,everyday,every_few_days,every_few_days,never,never,never,never,never,yes,yes,no,,yes,no,no,no,no,yes,yes
1259, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,1,do_not_limit,yes,yes,,none,,1,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,everyday,everyday,everyday,less_often,never,less_often,less_often,never,yes,yes,no,,yes,no,no,no,no,yes,yes
